Character name	Freebase character ID	title	filtered_descriptions	X	Y	Z	labels	Wikipedia ID	death	romance	Release date	Gender	Height	Ethnicity	Actor name	Actor age at release	Box office revenue	Genres	Name	partner	Has_partner
Kim Possible	/m/09w3kb		['use', 'reveal', 'make']	-5.320998	-7.4080825	-8.081101	2	3402601		False	2003.0	F	1.7	/m/01qhm_	Christy Carlson Romano	19.0		['Comedy', 'Family Film', 'Animation']	Kim Possible: A Sitch in Time		0
Kim Possible	/m/09w3kb		['use', 'reveal', 'make']	-5.320998	-7.4080825	-8.081101	2	30865328		False	2005.0	F	1.7	/m/01qhm_	Christy Carlson Romano	21.0		['Comedy', 'Family Film', 'Animation']	Kim Possible: So the Drama		0
Olivia Martin	/m/0gycyv9	['student']	['disagree', 'student', 'distant']	9.904651	-39.06116	-3.410996	6	9457115	car accident	False	2006.0	F	1.6	/m/0fqz6	Lacey Chabert	23.0		['Drama', 'Comedy-drama']	Hello Sister, Goodbye Life		0
Randy	/m/0h2rm9n		['explain', 'say', 'disappoint']	-3.0620065	0.8165537	12.661787	2	7969860		False	2004.0	M	1.8		Michael Pitt	22.0		['Drama', 'Crime Fiction', 'LGBT']	Jailbait	['/m/08d9m42', '/m/0h2r8s9']	1
Paul Biegler	/m/0gz5m9t	['district attorney', 'lawyer']	['suggest', 'manage', 'try']	32.079243	23.822218	-5.4997425	15	92684		False	1959.0	M	1.91	/m/07bch9	James Stewart	51.0	11000000.0	['Drama', 'Black-and-white', 'Thriller']	Anatomy of a Murder		0
Paul Biegler	/m/0gz5m9t	['district attorney', 'lawyer']	['suggest', 'manage', 'try']	32.079243	23.822218	-5.4997425	15	92684		False	1959.0	M	1.91	/m/07bch9	James Stewart	51.0	11000000.0	['Drama', 'Black-and-white', 'Thriller']	Anatomy of a Murder		0
Uncle Joe	/m/0h2wqr6		['ask', 'look', 'say']	-33.25516	-7.525381	-8.466341	32	6172917		False	1994.0	M	1.75	/m/09kr66	Kirk Douglas	77.0	13137484.0	['Comedy', 'Satire', 'Comedy of manners']	Greedy		0
Karunan	/m/0h27qsn		['shock', 'save', 'help']	-15.838807	-3.6701827	-3.8321893	2	13913878		False	1984.0	M	1.78	/m/04mvp8	Mammootty	32.0		['Drama', 'Action', 'Bollywood']	Adiyozhukkukal		0
Darquandier	/m/0h5t5zy	['Doctor']	['explain', 'use', 'survive']	-11.262221	13.323688	26.497063	27	4881898		False	2008.0	M			Lambert Wilson	50.0	72105690.0	['Action', 'Thriller', 'Adventure']	Babylon A.D.		0
Daniel	/m/0k9hnrf	['owner']	['try', 'business', 'stay']	15.574662	34.37898	-12.368127	10	21883163		False	1994.0	M			Alastair Duncan	36.0		['Comedy', 'Indie']	Sleeping with Strangers		0
Charlie McManus	/m/0h2xccr		['distract', 'come', 'sneak']	3.9132469	1.9930507	1.3385223	2	168774		False	1990.0	M	1.854	/m/03lmx1	Robbie Coltrane	39.0	10959015.0	['Comedy', 'Crime Fiction', 'Indie']	Nuns on the Run		0
Madame Tchernov	/m/0chlcgj	['Colonel']	['speak', 'draw', 'sow']	-3.913953	-39.17936	7.204002	38	17156061		False	1937.0	F			Nedda Harrigan			['Black-and-white', 'Thriller', 'Crime Fiction']	Thank You, Mr. Moto		0
Captain Jack Sparrow	/m/01x5g2	['Pirate Captain', 'Captain', 'pirate Captain', 'Captain']	['barter', 'look', 'jump']	-2.5140436	-0.25089967	0.51614755	2	321496		False	2003.0	M	1.78	/m/01qhm_	Johnny Depp	40.0	654264015.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: The Curse of the Black Pearl		0
Captain Jack Sparrow	/m/01x5g2	['Pirate Captain', 'Captain', 'pirate Captain', 'Captain']	['barter', 'look', 'jump']	-2.5140436	-0.25089967	0.51614755	2	1689394		False	2007.0	M	1.78	/m/01qhm_	Johnny Depp	43.0	963420425.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: At World's End		0
Captain Jack Sparrow	/m/01x5g2	['Pirate Captain', 'Captain', 'pirate Captain', 'Captain']	['barter', 'look', 'jump']	-2.5140436	-0.25089967	0.51614755	2	999394		False	2006.0	M	1.78	/m/01qhm_	Johnny Depp	43.0		['Action', 'Adventure', 'Fantasy']	Pirates of the Caribbean: Dead Man's Chest		0
Captain Jack Sparrow	/m/01x5g2	['Pirate Captain', 'Captain', 'pirate Captain', 'Captain']	['barter', 'look', 'jump']	-2.5140436	-0.25089967	0.51614755	2	24314116		False	2011.0	M	1.78	/m/01qhm_	Johnny Depp	47.0	1043871802.0	['Action', 'Adventure', 'Fantasy']	Pirates of the Caribbean: On Stranger Tides		0
Will Turner	/m/02x0rv		['drop', 'attempt', 'recruit']	-11.978495	-10.225021	0.22638261	2	321496		False	2003.0	M	1.791	/m/02w7gg	Orlando Bloom	26.0	654264015.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: The Curse of the Black Pearl		0
Will Turner	/m/02x0rv		['drop', 'attempt', 'recruit']	-11.978495	-10.225021	0.22638261	2	1689394		False	2007.0	M	1.791	/m/02w7gg	Orlando Bloom	30.0	963420425.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: At World's End		0
Will Turner	/m/02x0rv		['drop', 'attempt', 'recruit']	-11.978495	-10.225021	0.22638261	2	999394		False	2006.0	M	1.791	/m/02w7gg	Orlando Bloom	29.0		['Action', 'Adventure', 'Fantasy']	Pirates of the Caribbean: Dead Man's Chest		0
Hector Barbossa	/m/02v9k1	['Captain', 'mate', 'Captain', 'Captain', 'Captain']	['child', 'keep', 'reveal']	-5.782092	-9.531054	6.0111456	2	321496		False	2003.0	M	1.83		Geoffrey Rush	52.0	654264015.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: The Curse of the Black Pearl		0
Hector Barbossa	/m/02v9k1	['Captain', 'mate', 'Captain', 'Captain', 'Captain']	['child', 'keep', 'reveal']	-5.782092	-9.531054	6.0111456	2	321496		False	2003.0	M	1.83		Geoffrey Rush	52.0	654264015.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: The Curse of the Black Pearl		0
Hector Barbossa	/m/02v9k1	['Captain', 'mate', 'Captain', 'Captain', 'Captain']	['child', 'keep', 'reveal']	-5.782092	-9.531054	6.0111456	2	1689394		False	2007.0	M	1.83		Geoffrey Rush	55.0	963420425.0	['Comedy', 'Action', 'Adventure']	Pirates of the Caribbean: At World's End		0
Hector Barbossa	/m/02v9k1	['Captain', 'mate', 'Captain', 'Captain', 'Captain']	['child', 'keep', 'reveal']	-5.782092	-9.531054	6.0111456	2	999394		False	2006.0	M	1.83		Geoffrey Rush	54.0		['Action', 'Adventure', 'Fantasy']	Pirates of the Caribbean: Dead Man's Chest		0
Hector Barbossa	/m/02v9k1	['Captain', 'mate', 'Captain', 'Captain', 'Captain']	['child', 'keep', 'reveal']	-5.782092	-9.531054	6.0111456	2	24314116		False	2011.0	M	1.83		Geoffrey Rush	59.0	1043871802.0	['Action', 'Adventure', 'Fantasy']	Pirates of the Caribbean: On Stranger Tides		0
Dave Douglas	/m/05nl881	['deputy district attorney']	['come', 'get', 'knock']	24.194635	25.274895	-5.58373	15	2698486		False	2006.0	M	1.8		Tim Allen	52.0	87134280.0	['Comedy', 'Family Film', 'Fantasy']	The Shaggy Dog		0
Lance Strictland	/m/0gl50tl		['work', 'accuse', 'return']	7.4815426	-38.249184	7.597299	16	2698486		False	2006.0	M	1.68		Philip Baker Hall	74.0	87134280.0	['Comedy', 'Family Film', 'Fantasy']	The Shaggy Dog		0
Brian Allen	/m/0gyd1nj		['cut', 'bring', 'reconcile']	-35.41251	-1.4475522	-10.540851	32	4746060		False	2001.0	M	1.91	/m/06mvq	Josh Hartnett	22.0	50123.0	['Comedy', 'Indie']	Blow Dry		0
Shelley Allen	/m/05lmhmr		['reveal', 'ask', 'win']	-33.02093	-5.1999626	-7.340444	32	4746060		False	2001.0	F	1.715	/m/0d7wh	Natasha Richardson	37.0	50123.0	['Comedy', 'Indie']	Blow Dry		0
Tom Reagan	/m/0h331p6	['boss']	['try', 'reveal', 'shoot']	-1.3184664	7.502777	43.380867	22	55495		False	1990.0	M	1.784	/m/03bkbh	Gabriel Byrne		5080409.0	['Drama', 'Thriller', 'Crime Fiction']	Miller's Crossing		0
Leo	/m/0h4_mwz	['boss']	['reveal', 'convince', 'give']	-0.49498168	11.033852	39.48205	22	55495		False	1990.0	M	1.75	/m/02w7gg	Albert Finney		5080409.0	['Drama', 'Thriller', 'Crime Fiction']	Miller's Crossing	['/m/0ct9hg_', '/m/0b_hdsl', '/m/0h5jrkl', '/m/0gkbnv4', '/m/0bnqq_j', '/m/0g4njgr']	1
Bernie Bernbaum	/m/0h2x_8z		['plead', 'beg', 'kill']	-3.4001331	36.671112	-8.925188	20	55495		False	1990.0	M	1.842		John Turturro		5080409.0	['Drama', 'Thriller', 'Crime Fiction']	Miller's Crossing		0
Noah	/m/0gxrn20		['die', 'fear', 'corpse']	6.997216	22.194218	-32.459145	29	5791363	overdose	False	2005.0	M	1.85		Jeff Bridges	55.0	566611.0	['Drama', 'Thriller', 'Indie']	Tideland		0
Kelly	/m/0csfd7d		['recover', 'appear', 'infer']	-3.732852	6.514864	1.7739642	2	4338749		False	2002.0	M	1.75	/m/0x67	Eddie Murphy	41.0	60279822.0	['Comedy', 'Action', 'Thriller']	I Spy		0
Steven Tyler	/m/0gyhzld	['student']	['prompt', 'help', 'student']	20.33358	-39.60189	-8.515296	6	24740489		False	1997.0	M	1.83	/m/0d8qh0	Mark-Paul Gosselaar	22.0		['Drama', 'Thriller', 'Mystery']	Dying to Belong		0
Tianyou	/m/0g_tpjz	['singer']	['deliver', 'send', 'sing']	-16.662317	-20.968533	-31.143562	14	11097772		False	2006.0	F	1.65		Cecilia Cheung	26.0		['Drama', 'Chinese Movies']	The 601st Phone Call		0
Rick Riker	/m/0gym3kc		['initiate', 'kill', 'lunge']	2.7343957	-8.644362	-0.69582504	2	13364985		False	2008.0	M	1.74		Drake Bell	21.0	71237351.0	['Comedy', 'Thriller', 'Action/Adventure']	Superhero!		0
Rick Riker	/m/0gym3kc		['initiate', 'kill', 'lunge']	2.7343957	-8.644362	-0.69582504	2	13364985		False	2008.0	M			Sam Cohen	9.0	71237351.0	['Comedy', 'Thriller', 'Action/Adventure']	Superhero!		0
Ponton	/m/0gghg28		['keep', 'insistence', 'leave']	4.8135233	5.314907	6.095599	2	2581392		False	2006.0	M	1.88		Jean Reno	57.0	158851357.0	['Comedy', 'Action', 'Crime Fiction']	The Pink Panther		0
Joseph	/m/04fgm2r		['gain', 'suggest', 'ask']	2.464437	-12.5985	8.446339	2	25144574		False	2000.0	M	1.88	/m/025rpb0	Eddie Cibrian	27.0		['Drama', 'Adventure']	In the Beginning		0
Joseph	/m/04fgm2r		['gain', 'suggest', 'ask']	2.464437	-12.5985	8.446339	2	1581868		False	2000.0	M	1.89	/m/07bch9	Ben Affleck	27.0		['Adventure', 'Family Film', 'Animation']	Joseph: King of Dreams		0
Joseph	/m/04fgm2r		['gain', 'suggest', 'ask']	2.464437	-12.5985	8.446339	2	13384529		True	2009.0	M	1.85		Michael Murphy	71.0		['Drama', 'Comedy', 'Romance Film']	According to Greta		0
Scott Pritchard	/m/0h2yfk5	['General Counsel']	['shoot', 'kill', 'harass']	-0.78248143	1.0148364	14.468694	2	886560		False	1987.0	M	1.778		Will Patton	33.0	35509515.0	['Thriller', 'Mystery', 'Crime Thriller']	No Way Out		0
Casey Becker	/m/09gtncx	['student']	['realize', 'refuse', 'cooperate']	15.036077	-39.98528	-9.7169485	6	600320		False	1997.0	F	1.73	/m/07hwkr	Heather Graham	27.0	172363301.0	['Comedy', 'Thriller', 'Indie']	Scream 2		0
Casey Becker	/m/09gtncx	['student']	['realize', 'refuse', 'cooperate']	15.036077	-39.98528	-9.7169485	6	113549		False	1996.0	F	1.63	/m/033tf_	Drew Barrymore	21.0	173046663.0	['Crime Fiction', 'Horror', 'Mystery']	Scream		0
Gale Weathers	/m/0glw23	['reporter', 'Reporter']	['review', 'discuss', 'accompany']	21.744982	-1.4179173	35.751373	34	600320		False	1997.0	F	1.65		Courteney Cox	33.0	172363301.0	['Comedy', 'Thriller', 'Indie']	Scream 2		0
Gale Weathers	/m/0glw23	['reporter', 'Reporter']	['review', 'discuss', 'accompany']	21.744982	-1.4179173	35.751373	34	19787914		False	2011.0	F	1.65		Courteney Cox	46.0	97138686.0	['Thriller', 'Horror', 'Mystery']	Scream 4		0
Gale Weathers	/m/0glw23	['reporter', 'Reporter']	['review', 'discuss', 'accompany']	21.744982	-1.4179173	35.751373	34	113549		False	1996.0	F	1.65		Courteney Cox	32.0	173046663.0	['Crime Fiction', 'Horror', 'Mystery']	Scream		0
Gale Weathers	/m/0glw23	['reporter', 'Reporter']	['review', 'discuss', 'accompany']	21.744982	-1.4179173	35.751373	34	600351		False	2000.0	F	1.65		Courteney Cox	35.0	161834276.0	['Comedy', 'Thriller', 'Indie']	Scream 3		0
Hallie McDaniel	/m/09gtskh		['insist', 'kill', 'take']	-6.3243937	20.89471	18.222824	27	600320		False	1997.0	F	1.63	/m/0x67	Elise Neal	31.0	172363301.0	['Comedy', 'Thriller', 'Indie']	Scream 2		0
Timothy Green	/m/0hjbp3q		['reveal', 'convince', 'leaf']	26.676758	18.64523	-29.107914	4	32683873		False	2012.0	M			Cameron 'CJ' Adams		50466747.0	['Drama', 'Comedy', 'Fantasy']	The Odd Life of Timothy Green		0
Tim Carter	/m/0n8zfpj		['kill', 'son', 'ply']	-13.2983055	25.015911	18.8534	27	29880089		False	1959.0	M			Jimmy Murphy			['Horror', 'Western']	Curse of the Undead		0
Paul Boray	/m/0c1l3j6	['violinist']	['call', 'ask', 'point']	-18.440952	-16.312872	-23.1833	14	8201962		False	1946.0	M	1.7		John Garfield	32.0		['Drama', 'Black-and-white', 'Film adaptation']	Humoresque		0
Sid Jeffers	/m/0c1l3km	['pianist']	['say', 'ask', 'tell']	-18.142704	-16.945822	-24.486116	14	8201962		False	1946.0	M			Oscar Levant	39.0		['Drama', 'Black-and-white', 'Film adaptation']	Humoresque		0
Karthika	/m/0h7368p		['save', 'live', 'kidnap']	8.851514	32.668682	-0.008670732	19	4625048		False	2005.0	F		/m/0dryh9k	Gajala			['Drama', 'Thriller', 'World cinema']	Raam		0
Khaila Richards	/m/04hdv0z		['realize', 'learn', 'notice']	0.117793456	-49.797527	-6.7385287	21	924857		False	1995.0	F	1.68	/m/02ctzb	Halle Berry	28.0	7603766.0	['Drama', 'Family Drama', 'Courtroom Drama']	Losing Isaiah		0
Rashid	/m/0h5w7x7		['attack', 'shoot', 'boyfriend']	-23.449345	20.53257	32.253853	13	11697273		False	2007.0	M	1.88		Russell Hornsby	33.0	146154.0	['Drama', 'Comedy', 'Thriller']	Stuck	['/m/0h12tm7']	1
Sam	/m/0h20t1f		['come', 'scream', 'plead']	1.3149096	28.056498	2.4367926	19	1666977		False	2004.0	F	1.7	/m/0dryh9k	Sameera Reddy	21.0		['Drama', 'Action', 'Thriller']	Musafir		0
Dick Goodwin	/m/0h5gmsz	['lawyer']	['realize', 'believe', 'promise']	32.41611	28.614754	-10.973515	15	142412		False	1994.0	M	1.78	/m/041rx	Rob Morrow	31.0		['Drama', 'Historical fiction', 'Docudrama']	Quiz Show		0
Ben Grace	/m/0cgsw1p		['attract', 'fall', 'ruin']	-25.535841	14.306671	20.160627	13	2381687		False	1956.0	M	1.82		John Payne	43.0		['Drama', 'Thriller', 'Crime Fiction']	Slightly Scarlet		0
Lenhardt, Caspar Goon	/m/0cgsv_r		['shoot', 'kill', 'cause']	-21.826101	17.077477	26.455637	13	2381687		False	1956.0	M	1.994		Buddy Baer	40.0		['Drama', 'Thriller', 'Crime Fiction']	Slightly Scarlet		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	7864161		False	1988.0	M	1.87		Eric Allan Kramer	26.0		['Drama', 'Action', 'Adventure']	The Incredible Hulk Returns	['/m/0h185dc', '/m/0gvd8dj', '/m/08d9m42']	1
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	30233888		False	2011.0				Cody Deal			['Adventure', 'Action/Adventure', 'Fantasy']	Almighty Thor		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	22114132		False	2012.0	M	1.918		Chris Hemsworth	28.0	1511757910.0	['Action', 'Science Fiction']	The Avengers		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	4644216		False	2006.0	M			Dave Boat			['Action', 'Action/Adventure', 'Animation']	Ultimate Avengers 2		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	18373306		False	2009.0	M			Matthew Wolf	36.0		['Family Film', 'Action/Adventure', 'Animation']	Hulk Vs		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	12673434		False	2011.0	M	1.918		Chris Hemsworth	27.0	449300000.0	['Drama', 'Action', 'Adventure']	Thor		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	2952825		False	2006.0	M			Dave Boat			['Action', 'Adventure', 'Action/Adventure']	Ultimate Avengers		0
Thor	/m/0fl9gg	['General']	['share', 'appear', 'protect']	-3.7181754	0.7453952	2.5040255	2	8619888		False	2008.0	M	1.87		Michael Adamthwaite	27.0		['Action', 'Family Film', 'Animation']	Next Avengers: Heroes of Tomorrow		0
Ko Chun	/m/0h2_lrb		['demand', 'notice', 'beat']	0.14609541	-7.0174575	9.985361	2	2400883		False	1994.0	M	1.83	/m/03bx0k4	Chow Yun-Fat	38.0		['Comedy', 'Action', 'World cinema']	God of Gamblers Returns		0
Ko Chun	/m/0h2_lrb		['demand', 'notice', 'beat']	0.14609541	-7.0174575	9.985361	2	2323824		False	1989.0	M	1.83	/m/03bx0k4	Chow Yun-Fat	33.0		['Comedy', 'Action', 'World cinema']	God of Gamblers		0
Martin Schulz	/m/0hngtrv		['lie', 'make', 'deliver']	-4.9771852	4.389673	2.1849623	2	20760084		False	1944.0	M	1.842	/m/041rx	Paul Lukas			['Drama']	Address Unknown		0
Tim	/m/0c06flq	['owner', 'manager']	['amend', 'owner', 'glad']	20.690195	30.808695	-14.575741	10	1023043		False	1999.0	M	1.753	/m/07bch9	Jay Mohr	29.0		"[""Children's/Family"", ""Children's Fantasy"", 'Christmas movie']"	Olive, the Other Reindeer	['/m/0g98fcf', '/m/02nwjgt', '/m/0h5t6b0', '/m/0h2t71l', '/m/04dwxnt', '/m/0gy8qvc', '/m/0h5hgsx', '/m/0h2tjc9']	1
Tim	/m/0c06flq	['owner', 'manager']	['amend', 'owner', 'glad']	20.690195	30.808695	-14.575741	10	3096383		False	2006.0	M	1.638	/m/042gtr	Emilio Estevez	44.0	20597806.0	['Drama', 'Period piece', 'History']	Bobby		0
Martini	/m/04whf74		['talk', 'help', 'show']	7.7768474	26.120361	-0.16956504	19	1023043		False	1999.0	M	1.76	/m/0xnvg	Joe Pantoliano	48.0		"[""Children's/Family"", ""Children's Fantasy"", 'Christmas movie']"	Olive, the Other Reindeer		0
Andrew Wyke	/m/02nwm8s	['author']	['tell', 'propose', 'make']	9.146615	-16.761705	33.828	24	163437		False	1972.0	M	1.78		Laurence Olivier	65.0		['Thriller', 'Mystery', 'Crime Thriller']	Sleuth		0
Judith Gopnik	/m/07w07_y		['apologize', 'live', 'insistence']	0.03022649	-46.63601	-4.5477824	21	19226290		False	2009.0	F			Sari Lennick		31312437.0	['Drama', 'Comedy', 'Period piece']	A Serious Man		0
Larry Gopnik	/m/07w07_p	['professor']	['pay', 'learn', 'face']	9.712204	-40.51268	-6.551343	6	19226290		False	2009.0	M			Michael Stuhlbarg	41.0	31312437.0	['Drama', 'Comedy', 'Period piece']	A Serious Man		0
Danny Gopnik	/m/07w07yz		['teacher', 'son', 'boy']	19.718922	-13.673243	22.204987	0	19226290		False	2009.0				Aaron Wolff		31312437.0	['Drama', 'Comedy', 'Period piece']	A Serious Man		0
Tammy	/m/0ghs8dz	['boss']	['work', 'fight', 'sort']	-3.226541	6.155069	41.870026	22	29828688		False	2011.0	F			Natalie Desselle	43.0	53345287.0	['Drama', 'Comedy', 'Comedy-drama']	Madea's Big Happy Family	['/m/0ghs8fx']	1
Harold	/m/0ghs8fx	['boss']	['act', 'tell', 'fight']	-3.5711582	10.632553	42.641674	22	29828688		False	2011.0	M			Rodney Perry	40.0	53345287.0	['Drama', 'Comedy', 'Comedy-drama']	Madea's Big Happy Family	['/m/0j59z8f', '/m/0ch4nwl', '/m/0h2y7gr', '/m/0gy254w', '/m/0j1sp8p', '/m/0h6g6y8', '/m/0lz580h']	1
Shirley	/m/0ghs8f1		['bail', 'get', 'ask']	-2.7357285	-1.8094366	-39.26081	5	29828688		False	2011.0	F		/m/0x67	Loretta Devine	61.0	53345287.0	['Drama', 'Comedy', 'Comedy-drama']	Madea's Big Happy Family	['/m/0h27ncy', '/m/0h71cx9', '/m/0bqsnhw']	1
Aunt Bam	/m/0ghs8d7		['tell', 'ask', 'call']	2.2094638	-2.6370327	-47.842865	5	29828688		False	2011.0	F		/m/0x67	Cassi Davis	46.0	53345287.0	['Drama', 'Comedy', 'Comedy-drama']	Madea's Big Happy Family		0
Luc Devereaux	/m/0fp_855		['shatter', 'know', 'contend']	-12.013669	-24.239067	19.759487	37	4501185		False	1999.0	M	1.78	/m/02p656s	Jean-Claude Van Damme	38.0	10937893.0	['Action', 'Thriller', 'Action/Adventure']	Universal Soldier: The Return		0
Chinnarasu	/m/0h8kpxl		['prevent', 'become', 'love']	33.740242	-2.6964302	-10.107706	17	25388139		False	1997.0	M	1.85	/m/0dryh9k	Sarath Kumar	42.0		['Drama']	Suryavamsam		0
Duke	/m/0h7hzp6		['fall', 'know', 'offer']	-24.404907	9.7053175	-36.109222	8	3581722		False	2004.0	M	1.854		Keith Carradine	55.0		['Adventure', 'Family Film', 'Musical']	Balto III: Wings of Change	['/m/0kfq77l', '/m/0h5qjln', '/m/0h1pslk']	1
Stella	/m/0h7hzny		['lie', 'forgive', 'say']	24.319504	-24.36923	23.008827	0	3581722		False	2004.0	F	1.765		Jean Smart	53.0		['Adventure', 'Family Film', 'Musical']	Balto III: Wings of Change		0
Balto	/m/05h3sp4		['fall', 'cross', 'suspect']	-0.019744856	0.7229993	0.7187608	2	3581722		False	2004.0	M	1.82		Maurice LaMarche	46.0		['Adventure', 'Family Film', 'Musical']	Balto III: Wings of Change		0
Balto	/m/05h3sp4		['fall', 'cross', 'suspect']	-0.019744856	0.7229993	0.7187608	2	1487971		False	1995.0	M	1.79		Kevin Bacon	37.0	11348324.0	['Adventure', 'Family Film', 'Animation']	Balto		0
Balto	/m/05h3sp4		['fall', 'cross', 'suspect']	-0.019744856	0.7229993	0.7187608	2	4244198		False	2002.0	M	1.82		Maurice LaMarche	43.0		['Adventure', 'Family Film', 'Animation']	Balto II: Wolf Quest		0
Rocky	/m/0hyn2vk		['confront', 'kick', 'fall']	-12.248944	0.24468067	-7.8564644	2	415018		False	1957.0	M		/m/041rx	Mel Blanc	48.0		['Comedy', 'Short Film', 'Family Film']	Bugsy and Mugsy		0
Rocky	/m/0hyn2vk		['confront', 'kick', 'fall']	-12.248944	0.24468067	-7.8564644	2	414985		False	1954.0	M		/m/041rx	Mel Blanc	45.0		['Crime Fiction']	Bugs and Thugs		0
Priya	/m/0h6yp62		['get', 'compromise', 'fall']	-34.346596	-7.132863	-8.320873	32	29636093		False	2011.0	F	1.6256		Kajal Aggarwal	25.0		['Action']	Mr. Perfect	['/m/0j73dl3']	1
Vicky	/m/0h1y7h2		['get', 'win', 'compromise']	-38.85143	-4.9770484	-6.4684224	32	29636093		False	2011.0	M	1.89	/m/0dryh9k	Prabhas Raju Uppalapati	31.0		['Action']	Mr. Perfect	['/m/0djzhhx', '/m/0b_np_r', '/m/0gghw3p', '/m/02nwc87', '/m/0h2c8h8', '/m/0h0wsnn']	1
Melanie Daniels	/m/0gswnf7		['agree', 'develop', 'rebut']	19.624708	6.315645	-1.1790469	2	304428		False	1963.0	F	1.65	/m/065b6q	Tippi Hedren	33.0	11403529.0	['Thriller', 'Horror', 'Suspense']	The Birds		0
Dottie Smith	/m/0h14xlx		['shoot', 'recover', 'turn']	-25.594511	8.591663	29.322193	13	32898123		False	2011.0	F	1.57		Juno Temple	22.0	2227635.0	['Drama', 'Comedy', 'Thriller']	Killer Joe		0
Killer Joe Cooper	/m/0gxp0tn		['recover', 'kill', 'confront']	-1.032288	5.0138617	12.784954	2	32898123		False	2011.0	M	1.83		Matthew McConaughey	41.0	2227635.0	['Drama', 'Comedy', 'Thriller']	Killer Joe		0
Nandiledathu Madhavan	/m/0h8kf8r		['look', 'guy', 'release']	13.519859	29.589462	19.159342	12	28275706		False	2009.0	M			Kalabhavan Mani	38.0		['Drama']	Malayali		0
Koro	/m/0by6lq5		['despair', 'call', 'ask']	0.06775446	-14.139585	10.852842	2	176762		False	2002.0	M	1.803		Rawiri Paratene	48.0	41442113.0	['Drama', 'World cinema', 'Indie']	Whale Rider		0
Aadhavan	/m/0h7wbj_		['show', 'fail', 'hand']	-13.657502	-37.8611	2.7439325	38	21437273		False	2009.0	M	1.68	/m/01rv7x	Saravanan Sivakumar	34.0		['Action']	Aadhavan		0
Sheriff Harry Bleeker	/m/0h6dzgx		['confront', 'intervene', 'arrest']	-1.4539422	34.29987	8.74597	1	773327		False	1953.0	M			Robert Keith			['Drama', 'Biker Film', 'Outlaw biker film']	The Wild One		0
Johnny Strabler	/m/0gxs8vf		['rescue', 'present', 'win']	-0.3061452	34.201004	8.564956	1	773327		False	1953.0	M	1.75	/m/07mqps	Marlon Brando	29.0		['Drama', 'Biker Film', 'Outlaw biker film']	The Wild One		0
Chino	/m/0h6dzh3	['leader']	['lead', 'reveal', 'drink']	-35.040432	-2.0918646	18.142664	3	773327		False	1953.0	M	1.88		Lee Marvin	29.0		['Drama', 'Biker Film', 'Outlaw biker film']	The Wild One		0
Raoul	/m/0hg5xg9	['inventor', 'inventor', 'driver', 'driver']	['scatter', 'topple', 'convince']	-16.089283	32.263546	-11.259585	9	33427265		False	2011.0	M	1.77	/m/0640_7q	Gad Elmaleh	40.0		['Comedy', 'Adventure', 'Animation']	A Monster in Paris		0
Raoul	/m/0hg5xg9	['inventor', 'inventor', 'driver', 'driver']	['scatter', 'topple', 'convince']	-16.089283	32.263546	-11.259585	9	33427265		False	2011.0	M	1.8	/m/041rx	Adam Goldberg	40.0		['Comedy', 'Adventure', 'Animation']	A Monster in Paris		0
Raoul	/m/0hg5xg9	['inventor', 'inventor', 'driver', 'driver']	['scatter', 'topple', 'convince']	-16.089283	32.263546	-11.259585	9	33427265		False	2011.0	M	1.77	/m/0640_7q	Gad Elmaleh	40.0		['Comedy', 'Adventure', 'Animation']	A Monster in Paris		0
Raoul	/m/0hg5xg9	['inventor', 'inventor', 'driver', 'driver']	['scatter', 'topple', 'convince']	-16.089283	32.263546	-11.259585	9	33427265		False	2011.0	M	1.8	/m/041rx	Adam Goldberg	40.0		['Comedy', 'Adventure', 'Animation']	A Monster in Paris		0
Le préfet Maynott	/m/0hg5xk1		['chase', 'use', 'bring']	2.0438612	6.409147	3.7018666	2	33427265		False	2011.0	M			François Cluzet	55.0		['Comedy', 'Adventure', 'Animation']	A Monster in Paris		0
Le préfet Maynott	/m/0hg5xk1		['chase', 'use', 'bring']	2.0438612	6.409147	3.7018666	2	33427265		False	2011.0	M	1.88		Danny Huston	49.0		['Comedy', 'Adventure', 'Animation']	A Monster in Paris		0
