	Wikipedia ID	Subject	Relation
1651	2906378	François Merlin	writer
1652	2914492	Katya Morgan	maid
1653	2914492	Alex Sheridan	general manager
1654	2914693	Erika von Schlütow	singer
1655	2914693	John woos Phoebe	Captain
1656	2914693	Rufus J. Plummer	Colonel
1657	2914693	Plummer	Colonel
1658	29164822	Denny	secretary
1659	29164822	Luther Haines	buyer
1660	29165410	Collins	boss
1661	29165410	him	captain
1662	29165410	Lauren Scott	executive
1663	29171676	Emma	production assistant
1664	29171676	Adam	production assistant
1665	29171676	Sam	doctor
1666	29171676	Emma	doctor
1667	29171676	Lucy	assistant
1668	29176668	Rodrigo	assistant
1669	2918524	Michael Ryan	student
1670	2920744	Nick Arden	lawyer
1671	2920744	Bryson	Judge
1672	2920744	Bryson	judge
1673	2925896	Saul Benjamin	Psychologist
1674	2925896	Ted Caruso	actor
1675	2925896	Jac Applezweig	artist
1676	29266711	James	Reverend
1677	29266711	Malcolm	wedding planner
1678	293165	Larry Gigli	mobster
1679	293165	Starkman	boss
1680	29462285	Wiggins	caretaker
1681	29462285	Camille	dressmaker
1682	29462285	Harriet	maid
1683	2952485	Wendell Armbruster	industrialist
1684	2952485	J.J. Blodgett	Ambassador
1685	2952485	Carlo Carlucci	manager
1686	2952485	Bruno	valet
1687	29536294	Gus Kubicek	cartoonist
1688	2958168	Jane Marks	developer
1689	2958168	Elizabeth	actress
1690	29679260	Ingrid	secretary
1691	29679260	Jensen	musician
1692	29679260	Randy	illustrator
1693	29679260	Mindy	Nurse
1694	29679260	Aimee	Nurse
1695	29679260	Sam	businessman
1696	29679260	Kominsky	electrician
1697	29679260	Aimee	Nurse
1698	29679260	Sous Chef Ava	assistant
1699	2974264	Natasha	countess
1700	2974264	Harvey	lawyer
1701	29759425	his	architect
1702	2977312	Kent	coach
1703	29783609	Rachel White	attorney
1704	29802506	Babu	cook
1705	2987468	Boeun	student teacher
1706	2987486	Martin	photographer
1707	2987486	Celia	housekeeper
1708	2997355	Charlie Lang	Policeman
1709	2997355	Yvonne Biasi	Waitress
1710	2997355	Eddie Biasi	taxi driver
1711	2997971	Laila	dancer
1712	2997971	Sean	leader
1713	2997971	Wagner	president
1714	2997971	Wagner	President
1715	2997971	Wade	leader
1716	2997971	Petey Pablo	rapper
1717	30104052	Madeleine Ross	journalist
1718	3016738	Randall Harris	manager
1719	3020167	Cassandra	executive
1720	30221032	Sammy	Make - up artist
1721	30221032	Arnold	make - up artist
1722	30221032	Mona	writer
1723	30268530	Jara	security guard
1724	30273551	Ben Bingham	doctor
1725	302757	Justin Bell	student
1726	302757	Kelly Taylor	waitress
1727	3028248	Phillip	journalist
1728	3028248	Ben Bradlee	editor
1729	3028248	Alex	reporter
1730	3031997	Henry Hart	artist
1731	3031997	Pike Dexter	owner
1732	3032361	Randolph Dupree	author
1733	3036635	Dylan Ramsey	owner
1734	3038177	Roy Kapoor	investment banker
1735	3038177	Arjun	film director
1736	3038177	Roy Kapoor	producer
1737	3038787	Gaz	doctor
1738	3038787	Amar	engineer
1739	3038787	Amarin Koushni	engineer
1740	304392	Christine Darbon	violinist
1741	30440118	Mary Wilson	baker
1742	30520052	Lani	waitress
1743	30689928	Lucky Sardana	gangster
1744	3069423	Wayne Lowry	owner
1745	3069423	Ed McGrath	teacher
1746	3075802	Eduardo	housekeeper
1747	3075802	Kong	King
1748	30785672	Colette Marly	film star
1749	30785672	Jameson	butler
1750	30785672	Clair	maid
1751	30785672	Lady Datchett	manager
1752	30785672	Henry Dodds	manager
1753	30785672	Clair	manager
1754	30785672	Jameson	gardener
1755	30785672	Meadows	Reverend
1756	30857702	Count Dzerzhinsky	Count
1757	30860806	Sikander	police officer
1758	30887985	Jeremy	editor
1759	30887985	Jeremy	writer
1760	30887985	Weldon Parrish	author
1761	3090812	Peter Sanderson	tax attorney
1762	3098782	Bobby	mail clerk
1763	3105139	Rose Morgan	professor
1764	3105139	Gregory Larkin	teacher
1765	31079	Mary	wedding planner
1766	31079	Steve Edison	pediatrician
1767	31083557	Ava	counselor
1768	31083557	Adriana	secretary
1769	31107105	Unni	cab driver
1770	31111589	Kaitlin	teller
1771	31136421	Joan Howell	maid
1772	31136421	Joan Howell	actress
1773	31136421	Tom Milford	executive
1774	31176974	Elizabeth Barrett	novelist
1775	31176974	Bob	scientist
1776	31239628	Balu Mahendra	student
1777	31270650	Rob Haley	chef
1778	31270650	Kate Templeton	food critic
1779	31270650	Guy Witherspoon	food critic
1780	31340066	Nam	fashion designer
1781	31361927	Rajanna	intelligence officer
1782	31363435	Baya Benmahmoud	activist
1783	31365129	Horacio	soccer player
1784	31372381	Aishwarya	student
1785	313885	Cathy	student
1786	313885	Ernest Bohannon	private investigator
1787	314093	Johnny Van Owen	rapper
1788	314093	Kathy Winslow	student
1789	314093	Gordon	police officer
1790	3143504	Vartan Malt	editor
1791	3143504	Frank Quinlan	reporter
1792	3143504	Huey Driscoll	photographer
1793	31460305	his	waiter
1794	31460305	Kent	boss
1795	3147593	Max	broadcaster
1796	3147593	Jason Lee	novelist
1797	3147593	Samantha	editor
1798	314775	Jack Elliot	baseball player
1799	31480409	Max Kohn	writer
1800	31480409	his	author
1801	31480409	Rosalie	student
1802	3148833	Mark Kendall	student
1803	3148833	Sebastian	assistant
1804	3151934	Kay Hilliard	singer
1805	3152877	Jack Chester	controller
1806	3152882	Jack Gable	writer
1807	3152882	Arnie Federman	writer
1808	3154528	Chris Brander	student
1809	3154528	Chris Klein	paramedic
1810	31563699	Nanjundi	servant
1811	3161156	Robert Cole	editor
1812	3161156	Mary Harvard	executive
1813	31706613	Key Weedon	pilot
1814	31724000	Violet Wister	leader
1815	31754231	Michelangelo	lawyer
1816	31754231	Anna	prostitute
1817	31754231	Serafina	secretary
1818	31754231	Leopoldo	manager
1819	31754231	John	architect
1820	31754231	Jack	student
1821	31754231	Monica	actress
1822	31775991	Bertie Austin	writer
1823	31775991	Gar Aldrich	actor
1824	3178137	Ray	musician
1825	319017	Sam	astronomer
1826	319017	Maggie	astronomer
1827	319017	Sam	astronomer
1828	319017	Maggie	photographer
1829	31919884	Wesley Deeds	entrepreneur
1830	320500	Diane Lodder	chiropractor
1831	32158559	Márk	musician
1832	3223765	Joni	delivery man
1833	3226241	Darrell	disc jockey
1834	3226241	Darrell	DJ
1835	3245137	Rocky	architect
1836	3245137	Rocky	architect
1837	32494636	Saravanan	merchant
1838	3253210	Danny	artist
1839	3256132	Brenda Patimkin	student
1840	32583135	Mark	broker
1841	32583135	Anna	actress
1842	32604160	Mythili	student
1843	32621558	Henry Pepper	writer
1844	32621558	Anthony Street	author
1845	32621558	Michael Cobb	Professor
1846	3267959	Clarissa	flight attendant
1847	3282957	Hillary Kramer	magnate
1848	3300749	Bill Hill	evangelist
1849	33023017	Federico	director
1850	33023017	Beatrice	writer
1851	3309323	Lucy	secretary
1852	331860	Mark	dancer
1853	3319694	Peter Popoff	televangelist
1854	3319694	Jane	manager
1855	3319694	Will Braverman	sheriff
1856	33264013	Jagoda	cashier
1857	3328529	Jack Noah	actor
1858	3333681	Barbi	journalist
1859	33666731	Adam	singer
1860	33666731	Adam	manager
1861	336846	Danny Zuko	greaser
1862	336846	Leo	leader
1863	336846	Calhoun	Coach
1864	3371111	Roger Thornby	publisher
1865	3373525	Fella	prince
1866	33934476	Jay Tanner	entrepreneur
1867	34055313	Tere Sanchez	accountant
1868	34055313	Tere Sanchez	cook
1869	34055313	Mike	journalist
1870	34055313	Gerry	copywriter
1871	3412440	Hal Jackson	salesman
1872	34129784	Cornelia C. Porter	Judge
1873	34129784	Judson M. Blair	publisher
1874	34129784	Graham	Judge
1875	34129784	Northcott	lawyer
1876	34129784	Graham	boss
1877	34129784	Jeff Sherman	Reporter
1878	34129784	Jeff Sherman	sculptor
1879	34129784	Alexander Raoul	sculptor
1880	34129784	Jeff Sherman	lawyer
1881	34129784	Graham	judge
1882	3418109	Bobby Keller	student
1883	3418109	Coleman Ettinger	professor
1884	34259469	Dileep	researcher
1885	34275179	Sadagoppan Ramesh	cricketer
1886	34275179	Sadagoppan Ramesh	coach
1887	344978	Trent	coach
1888	3453263	Helen Gauthier	professor
1889	3453263	Thayer	Professor
1890	3453263	Thayer	Prof.
1891	3453263	Gauthier	Professor
1892	3453263	Gauthier	Professor
1893	3453263	Gauthier	Professor
1894	3459677	Sonia	lawyer
1895	3463364	Sharpay Evans	president
1896	3463364	Taylor McKessie	captain
1897	3463364	Kelsi Nielson	composer
1898	3471403	Bennie Pinkowitz	lawyer
1899	3497579	Jacques Pierre Barredout	playwright
1900	3497579	Ezra Miller	composer
1901	34979422	Khosro Paziresh	inventor
1902	34979422	Darioosh Jam	CEO
1903	350847	Lelaina Pierce	filmmaker
1904	350847	Troy Dyer	guitarist
1905	350847	Vickie	manager
1906	35114850	Marirrosi	nurse
1907	35114850	Damian	farmer
1908	35114850	Alfonso	gardener
1909	35114850	Patricia	companion
1910	3518352	Richard Nugent	bachelor
1911	3518352	Susan	psychiatrist
1912	3524655	Joe Strombel	reporter
1913	3524655	Sondra Pransky	student
1914	3524655	Sid Waterman	magician
1915	3524655	Sondra Pransky	swimmer
1916	3524655	Sondra Pransky	swimmer
1917	3531556	Van Stanhope	publisher
1918	3531556	Wilson	secretary
1919	3535920	Andrew Larkin	salesman
1920	3541699	Dick Rasmusson	private detective
1921	3541699	Daniel Gallagher	mobster
1922	3558237	Kamini Ranawat	manager
1923	3558237	Karan Johar	filmmaker
1924	3558237	Bakshi	Col.
1925	3558237	Bakshi	Col.
1926	3558237	Stephanie Ajay	taxi driver
1927	35587809	Calvin Weir - Fields	novelist
1928	35587809	Rosenthal	therapist
1929	35587809	Langdon Tharp	author
1930	35587809	Calvin Weir - Fields	author
1931	3565057	Danny	coach
1932	3570614	Paul Prentice	courier
1933	3570864	Pippa McGee	writer
1934	3570864	Hemingway Jones	photographer
1935	35749085	Fabrizio	owner
1936	3578986	her	manager
1937	3578986	Artie Shaw	manager
1938	35908823	Markus	writer
1939	35928384	Tom	gardener
1940	3599979	her	student
1941	3599979	Hyung - Joon	student
1942	3607647	Harold McMurphy	bus driver
1943	3607647	Harold McMurphy	actress
1944	3621799	Dexter Grayson	lawyer
1945	3621799	Bingy Baker	reporter
1946	3621799	Smythe	butler
1947	3621799	Conroy	editor
1948	3621799	Dawson	valet
1949	3621799	Gallagher	ambassador
1950	36243056	Conrado	biologist
1951	36478252	Tim Cox	filmmaker
1952	36478252	Sarah Jane McKinney	secretary
1953	3650182	Harrison	writer
1954	365039	Robin Monroe	journalist
1955	3653398	Countess Alzani	owner
1956	3653398	Anton	count
1957	3653398	Mike	pilot
1958	3654363	Alfred de Carter	conductor
1959	3654363	Anthony Windborn	secretary
1960	366111	Tony Robbins	coach
1961	366111	Rosemary Shanahan	President
1962	3665600	Tomas	representative
1963	3665600	Lorena Morales	lawyer
1964	3665600	Cici	waitress
1965	3665600	Walter Mercado	fortune teller
1966	3665600	Mary	secretary
1967	3665600	Costas Delgado	director
1968	3665600	Christina Vidal	singer
1969	3665600	Cici	entertainer
1970	3665600	Lorena	lawyer
1971	3680813	Damon Albarn	composer
1972	3680813	Baltasar Kormákur	director
1973	3680813	Damon Albarn	director
1974	3680813	Lola Milagros	instructor
1975	3683823	Henry Orient	pianist
1976	369682	Bob Harris	movie star
1977	370064	Joe	manager
1978	370064	Jamie	Writer
1979	370064	Aurélia	housekeeper
1980	370064	Mia	secretary
1981	370064	Harry	managing director
1982	370064	Rufus	salesman
1983	370064	Claudia Schiffer	supermodel
1984	370064	Karl	creative director
1985	370064	Tony	production assistant
1986	370064	Rowan Atkinson	salesman
1987	370064	Joe	manager
1988	3704027	Jean	footman
1989	3704027	Christine	servant
1990	3732862	Jack	waitress
1991	3732862	Amy	waitress
1992	3747264	Ronny Caudwell	crooner
1993	3748765	Tom Logan	Assistant District Attorney
1994	3748765	Laura Kelly	attorney
1995	3748765	Cavanaugh	police detective
1996	3754443	Bong - soo	manager
1997	3755662	Jimmie Shannon	bachelor
1998	3755662	Marco	priest
1999	3755662	Zoe	window dresser
2000	3755901	Angel	stripper
2001	3755901	Beau	pitcher
2002	3788150	Drucker	boss
2003	3790446	Mara	prostitute
2004	381006	Friedrich Bismark	leader
2005	381006	Barbara Jane	publisher
2006	3811057	Madeline	actress
2007	3822528	Eumolpus	poet
2008	3822528	Caesar	emperor
2009	3823023	Luckman	recruiter
2010	3823023	Stella	secretary
2011	3823023	Marlene	cashier
2012	3828251	Ben Holmes	writer
2013	3829690	Pablo Quintero	film director
2014	3829690	Tina	actress
2015	3834043	Kim Jun - ho	librarian
2016	3834043	Jun - ho	writer
2017	3834305	Claude Chavasse	private detective
2018	3834305	Ariane Chavasse	student
2019	3834305	Frank Flannagan	magnate
2020	3843878	David	boss
2021	3860879	him	gigolo
2022	3860879	Song Man - su	gigolo
2023	3868588	Dong Chi - sung	baseball player
2024	3894411	Max	trader
2025	3894411	Fanny Chenal	owner
2026	3894411	Francis Duflot	winemaker
2027	3894411	Fanny Chenal	owner
2028	3894411	Nigel	chairman
2029	3895377	Rebecca	photographer
2030	3902593	Sarah	teacher
2031	3902593	his	teacher
2032	3903941	François	veterinarian
2033	3904503	Ted Scott	pianist
2034	3933930	Allan Jones	salesman
2035	3933930	Roscoe	owner
2036	3943470	Art Dodge	artist
2037	3943470	Gloria	assistant
2038	3943470	Manny	artist
2039	3943470	Gene	mobster
2040	3943470	Bart	painter
2041	3985740	Dean	drug - dealer
2042	398934	Cameron James	student
2043	398934	Joey Donner	model
2044	398934	Joey Donner	student
2045	3990824	Philip Kirby	Major
2046	4032170	Jerry	boss
2047	4032170	Waltzer	boss
2048	4032170	Betty	tutor
2049	4032170	Waltzer	boss
2050	4032727	Susan Brookes	neurologist
2051	4041420	Peter P. Peters	dancer
2052	4041420	Peter P. Peters	manager
2053	406917	Dexter King	actor
2054	4094415	Larry Hubbard	writer
2055	4105119	McKinley	reporter
2056	4105119	Vanya	valet
2057	4119620	Jason Eldridge	scientist
2058	4119620	Fitch	Admiral
2059	4119620	Howard	bachelor
2060	4119620	Julie Fitch	Admiral
2061	4123241	Ben	owner
2062	4123241	Margaret	landlady
2063	4123241	Margaret	assistant
2064	4123241	Ben	student
2065	414180	Erica Barry	playwright
2066	414180	Julian Mercer	doctor
2067	4186829	Darryl Witherspoon	student
2068	4186829	Darryl Witherspoon	goalie
2069	4186829	Thomas Wheedon	supervisor
2070	4191487	Luce	florist
2071	4199982	Jackie York	novelist
2072	4199982	Patrick McKeating	writer
2073	4213183	Anita	actress
2074	4213193	Lou	boss
2075	4213193	St. John	Ambassador
2076	424391	Sandy Bates	filmmaker
2077	4261392	Jazmin Biltmore	designer
2078	4303794	Henry Roth	writer
2079	4303794	Lucy Reilly	illustrator
2080	4303794	Arthur Planck	publisher
2081	431333	Ian Miller	teacher
2082	4339865	Max de Mirecourt	writer
2083	4339865	Tam Tam	Princess
2084	4340003	Danny Miller	producer
2085	4340003	Max Corkle	messenger
2086	436955	Ruthie	manager
